300 4730
297 281 15
297 287 18
297 298 100
298 34 16
298 59 2
298 80 33
298 91 15
298 124 36
298 134 24
298 144 41
298 195 3
298 205 19
298 207 44
298 240 13
298 247 49
298 249 27
298 252 8
298 256 3
298 263 1
298 284 10
298 299 100
299 3 1
299 6 49
299 7 47
299 17 24
299 42 29
299 69 21
299 75 10
299 121 18
299 129 20
299 140 28
299 167 30
299 177 13
299 188 35
299 194 8
299 203 14
299 225 45
299 227 16
299 256 49
299 267 37
299 291 3
299 292 49
299 296 16
299 300 100
300 6 42
300 15 3
300 28 10
300 31 40
300 41 20
300 61 12
300 70 18
300 116 25
300 131 42
300 143 8
300 158 21
300 163 8
300 224 44
300 230 44
300 255 23
300 257 35
300 260 46
300 266 37
300 267 26
300 270 21
300 285 49
300 292 3
300 294 13
